用户定位开始位置经度	用户定位开始位置纬度
118884490	32145130
118788962	32111599
118880830	32148563
118774620	32019720
118837943	31776271
118830984	31868131
118975180	32114803
118811178	32088457
118787206	32023524
118784050	32039450
118753930	32027150
118825728	31865546
118787072	32016984
118763413	31994733
118876370	31968980
118800411	32086799
118880830	32148563
118781114	32059151
118805184	31844071
118827933	31868991
118779600	32062350
118785342	32058380
118793328	31917840
118641693	32071150
118779600	32062350
118716960	32148919
118784030	32068154
118802780	32028149
118805918	31888108
118953488	31885794
118730016	32219949
118731690	32039552
118809565	32102343
118759763	32086011
118738960	31985160
118827510	31868450
118864566	31947969
118787300	32051598
118784594	31942861
118827931	31868992
118894590	32156180
118748714	32075170
118781433	32022171
118771480	32077242
118765171	32006452
118808552	31864150
118747741	31977362
118890892	31931950
118849484	32037048
118833360	32115941
118728130	32014510
118796061	31992031
118819709	32068750
118719401	32023282
118827279	31869005
118976771	32116159
118817811	32117193
118797381	32084676
118821200	31945426
118751300	32032670
118696980	32152589
118848660	32128870
118777817	32067525
118703222	31949063
118640093	31905442
118647861	32064566
118715082	31974661
118810200	32029150
118915774	31952079
118803515	31783509
118805650	31888090
118795425	31973391
118722007	32141921
119066210	32020030
118780006	32042257
118784231	32047542
118849484	32037048
118742688	32007094
118779156	31841198
118809700	32100301
118832871	31929121
118786091	32023381
118763465	32044708
118826197	32084576
118829403	31869267
118781772	32038257
118823946	31944879
118894123	32163821
118856384	31949311
118814037	32064133
118906672	32050700
118801713	32097425
118782424	31910422
118632474	31900304
118791681	32053596
118824375	32080337
118787313	32049263
118882106	31945543
118894391	32163939
118819335	31932718
118829403	31869267
118789262	32049673
118711503	32133489
118785730	32051260
118780622	32040222
118895950	31954590
118786884	32019076
118869611	31323012
118632613	31900011
118779317	32050163
118845099	31929020
118742000	31995283
118782100	32038800
118778634	32070982
118836506	31907797
118709541	32135351
118824630	32079400
118778634	32070982
118754208	32142330
118729224	32004481
118782949	32060837
118776400	32074900
118776734	31775095
118805192	32080880
118930264	32099420
118816692	32136989
118843006	31953061
118658589	32064698
118534922	31976893
118628040	32058410
118820321	32319761
118882781	32070433
118739802	31980486
118812694	32328212
118808670	31876932
118752100	31990020
118779200	31968660
118748120	32047120
118654041	32096275
118830934	31868009
118934931	32122853
118725660	32023614
118841120	31930330
118817715	31967300
118596544	32049723
118894500	31753320
118754830	32059920
118627894	32062582
118793641	32039934
118808670	31876932
118738237	32035736
118774560	32067020
118830034	32078530
118973879	32067099
118863957	31969591
118754255	32059942
118786912	32053170
118825959	32018894
118632913	32138566
118800600	32047642
118794950	31992532
118775941	32042633
118797985	31972036
118685455	32077538
118782541	32014343
118886801	32151799
118767260	32009791
118893721	31877299
118816931	32038783
118780240	32066800
118786100	32065880
118781951	32046321
118696980	32152589
118596544	32049723
118888552	31927219
118908496	32066728
118813141	32028855
118869890	32162491
118796041	31972622
118598622	32050891
118819540	31951864
118746800	32140822
118789950	32024540
118763900	32045240
118829269	32019191
118762942	32004586
118797100	31971426
118797100	31971426
118784309	32061633
118886222	31936744
118733975	32151345
119039560	31680630
118709540	32135350
118813151	32174670
118664510	31950520
118553390	31789785
118822664	32114953
118599490	32073932
118714474	32002242
118802170	32034190
118754208	32142330
118829269	32019191
118727602	31956623
119078924	32174686
118805192	32080880
118799491	31992182
118813151	32174670
118518852	32104881
118814283	32102763
118918070	31912610
118799495	32042111
118839998	31830224
118871637	32145145
118797862	32085842
118797816	31986882
118933160	32152150
118816002	32031793
118804005	31930660
118834691	31841285
118745462	31975201
118753571	32080952
118695040	32198234
118813151	32174670
118806431	32084446
118839998	31830224
118927340	32055472
118780034	32111542
118776310	32005690
118826518	32019429
118696139	32156498
118593188	31823951
118803889	32035526
118709910	32537038
118839353	32122110
118765830	32009303
118839880	31829994
118848480	31953480
118899175	32089284
118786326	31723087
118823391	32115246
118884174	32155856
118664606	31882933
118829256	32116180
118718205	31958930
118766673	32235782
118808111	32075604
118664606	31882933
118718072	31990562
118851651	32008891
118696139	32156498
118851651	32008891
118749433	32242520
118869743	32094990
118811240	32102320
118919820	32098751
118775479	32050897
118664606	31882933
118680196	32095373
118722110	31965007
118867393	31670182
118696169	32156374
118784030	32020462
118764500	32094299
118761988	31992503
118780660	32068297
118812842	31876789
118817984	32089450
118742379	32059364
118797351	32089117
118720908	32209441
118894250	32163880
118646540	31931140
118773980	32071740
119037638	31642379
118784123	32055159
118745633	32140541
118706317	31991884
118811494	32023049
118867640	32163130
118706327	31964753
118952003	31715963
118772451	32004671
118867404	31671298
118472164	31941251
118818182	31330508
118870120	32115544
118894592	32156180
118673689	32163642
118820525	31928510
118793403	32035190
118685113	31979781
118739192	32057961
118929460	32037779
118516763	31922789
118712884	32297790
118756343	32033302
118893324	31957211
118628270	32177030
118794783	32023701
118894847	32155937
118765181	31970732
118665366	31944819
118923808	31373613
118787378	32053597
118743025	32020701
118785561	32051454
118680196	32095373
118729453	32022956
118797395	32014916
118746831	32139887
118659322	32071680
118664636	32067014
118894391	32163939
118742180	32131684
118768952	32065894
118873061	31959433
118760708	32067939
118778553	32068798
118779493	32063412
118870976	32163721
118795667	32040334
118516763	31922789
118884380	31700930
118760485	32019263
118793180	32040922
118812012	32102473
118797740	31868361
118778553	32068798
118879457	32129521
118800342	31984873
118762940	31979824
118826228	32043485
118665135	31944333
118752203	32027364
118812390	31876990
118780160	32041359
118697478	31936192
118696816	32180604
118802074	32027880
118762940	31979824
118684200	32177670
118725051	32225979
118835467	32031937
118764578	32060327
118891014	32090694
118812390	31876990
118832660	32327779
118783278	32107295
118783708	32079269
118818182	31330508
118797860	31864566
118778402	32052173
118905674	31899197
118822381	32049895
118891014	32090694
118696139	32156498
118737707	32032280
118717517	32153864
118904748	32081489
118906381	32071182
118882724	31703766
118821033	32172033
118867830	31670210
118875370	31988636
118680196	32095373
118644206	32071988
118778402	32052173
118797860	31864566
118839420	32330979
118722840	32031450
119007923	32149701
118644206	32071988
118838876	31835708
118810230	32103589
118755915	32083328
118766500	32243600
118764240	32071212
118812534	32102611
118882724	31703766
118512621	31923162
118927153	32099612
118875559	31941557
118679464	32091731
118783020	32044330
118765160	32060119
118775701	31997898
118826953	32121721
118835700	32040730
118785954	32041580
118773390	32066750
118810253	32103775
118799796	32019793
118696139	32156498
118789218	32054541
118848020	32350340
118879385	32367964
118811329	31913442
118808582	31863359
118738648	32097610
118669143	32094692
118665135	31944333
118780161	32090784
118738343	32038037
118790469	32044711
118895853	32193399
118669143	32094692
118786189	32019789
118721958	31983842
118735452	32024250
118789517	32054052
118810389	32075912
118894990	32106830
118772968	32102362
118787669	32019374
118658638	32163196
118603129	31996765
118789371	32035463
118718955	32153897
118774740	31982303
118801028	31968250
118795031	32039530
118860573	31971292
118817242	32123126
118826143	32042133
118774740	31982303
118784427	32059556
118669143	32094692
118805373	31844708
118716820	32543329
118850703	31949501
118731082	31989296
118661790	31968800
118863543	32161307
118784038	32050410
118766338	32093352
118826143	32042133
118784427	32059556
118892845	31986953
118754139	32085845
118750378	31992740
118673681	32164074
118727544	31956500
118783765	32079895
118790313	32044243
118770370	32070200
118894561	32049819
118754590	32086480
118677747	31940305
118773814	32041260
118784112	32091471
118784119	32081411
118874341	32361191
118687762	32157455
118763333	31978570
118719803	32306050
118643920	32059770
118640364	31924561
118628241	32058773
118772730	32072600
118799410	31967133
118706194	32041240
118762840	32094820
118825638	32041351
118805373	31844708
118679464	32091731
118789379	32048758
118783970	32056939
118787618	32038534
118931741	32125123
118774848	32125770
118781551	32035485
118801784	32097713
118784326	32111172
118759923	32085465
118797311	31970653
118564144	32002422
118874453	31730864
118814780	31875108
118826824	31868571
118727544	31956500
118847240	32058470
118767151	32078434
118739840	32023240
119012217	32161123
118775900	32073651
118770260	32070793
118806579	32084617
118784326	32111172
118935174	31728548
118742706	31991463
118764707	32084223
118837020	31779060
118608475	32022631
118673253	32091459
118726898	32000754
118715464	32215286
118764707	32084223
118814780	31875108
118787503	32049127
118749751	32090535
118794942	32062444
118770194	32024796
118810375	32036082
